name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.08,4601.00000000,4653.98925781
Adygea_Republic__Russia,XXX,2020.10.07,4556.00000000,4593.55664062
Adygea_Republic__Russia,XXX,2020.10.06,4513.00000000,4554.78173828
Adygea_Republic__Russia,XXX,2020.10.05,4475.00000000,4467.51953125
Adygea_Republic__Russia,XXX,2020.10.04,4434.00000000,4505.45019531
Adygea_Republic__Russia,XXX,2020.10.03,4392.00000000,4371.32080078
Adygea_Republic__Russia,XXX,2020.10.02,4348.00000000,4320.18603516
Adygea_Republic__Russia,XXX,2020.10.01,4308.00000000,4325.69287109
Adygea_Republic__Russia,XXX,2020.09.30,4266.00000000,4211.24023438
Adygea_Republic__Russia,XXX,2020.09.29,4227.00000000,4289.38818359
Adygea_Republic__Russia,XXX,2020.09.28,4186.00000000,4151.81103516
Adygea_Republic__Russia,XXX,2020.09.27,4149.00000000,4128.35449219
Adygea_Republic__Russia,XXX,2020.09.26,4114.00000000,4145.35253906
Adygea_Republic__Russia,XXX,2020.09.25,4080.00000000,4094.35302734
Adygea_Republic__Russia,XXX,2020.09.24,4051.00000000,4074.24682617
Adygea_Republic__Russia,XXX,2020.09.23,4019.00000000,4054.45312500
Adygea_Republic__Russia,XXX,2020.09.22,3989.00000000,3987.91577148
Adygea_Republic__Russia,XXX,2020.09.21,3956.00000000,3940.46630859
Adygea_Republic__Russia,XXX,2020.09.20,3925.00000000,4031.07275391
Adygea_Republic__Russia,XXX,2020.09.19,3897.00000000,3910.60083008
Adygea_Republic__Russia,XXX,2020.09.18,3873.00000000,3884.33032227
Adygea_Republic__Russia,XXX,2020.09.17,3847.00000000,3899.87646484
Adygea_Republic__Russia,XXX,2020.09.16,3824.00000000,3869.47924805
Adygea_Republic__Russia,XXX,2020.09.15,3799.00000000,3865.32958984
Adygea_Republic__Russia,XXX,2020.09.14,3775.00000000,3810.98144531
Adygea_Republic__Russia,XXX,2020.09.13,3753.00000000,3814.53857422
Adygea_Republic__Russia,XXX,2020.09.12,3730.00000000,3798.89648438
Adygea_Republic__Russia,XXX,2020.09.11,3710.00000000,3804.09008789
Adygea_Republic__Russia,XXX,2020.09.10,3689.00000000,3746.76562500
Adygea_Republic__Russia,XXX,2020.09.09,3669.00000000,3746.13403320
Adygea_Republic__Russia,XXX,2020.09.08,3650.00000000,3770.42236328
Adygea_Republic__Russia,XXX,2020.09.07,3630.00000000,3715.56958008
Adygea_Republic__Russia,XXX,2020.09.06,3609.00000000,3680.39062500
Adygea_Republic__Russia,XXX,2020.09.05,3587.00000000,3634.73852539
Adygea_Republic__Russia,XXX,2020.09.04,3567.00000000,3624.82421875
Adygea_Republic__Russia,XXX,2020.09.03,3546.00000000,3635.88256836
Adygea_Republic__Russia,XXX,2020.09.02,3522.00000000,3579.81420898
Adygea_Republic__Russia,XXX,2020.09.01,3500.00000000,3589.25048828
Adygea_Republic__Russia,XXX,2020.08.31,3480.00000000,3589.10083008
Adygea_Republic__Russia,XXX,2020.08.30,3461.00000000,3565.62573242
Adygea_Republic__Russia,XXX,2020.08.29,3440.00000000,3519.70532227
Adygea_Republic__Russia,XXX,2020.08.28,3420.00000000,3545.99023438
