name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.09,4601.00000000,4612.98925781
Adygea_Republic__Russia,XXX,2020.10.08,4556.00000000,4657.39697266
Adygea_Republic__Russia,XXX,2020.10.07,4513.00000000,4609.32275391
Adygea_Republic__Russia,XXX,2020.10.06,4475.00000000,4530.87451172
Adygea_Republic__Russia,XXX,2020.10.05,4434.00000000,4448.23046875
Adygea_Republic__Russia,XXX,2020.10.04,4392.00000000,4408.25097656
Adygea_Republic__Russia,XXX,2020.10.03,4348.00000000,4446.83837891
Adygea_Republic__Russia,XXX,2020.10.02,4308.00000000,4283.11572266
Adygea_Republic__Russia,XXX,2020.10.01,4266.00000000,4334.17626953
Adygea_Republic__Russia,XXX,2020.09.30,4227.00000000,4235.04687500
Adygea_Republic__Russia,XXX,2020.09.29,4186.00000000,4240.15185547
Adygea_Republic__Russia,XXX,2020.09.28,4149.00000000,4130.76708984
Adygea_Republic__Russia,XXX,2020.09.27,4114.00000000,4131.53613281
Adygea_Republic__Russia,XXX,2020.09.26,4080.00000000,4123.30468750
Adygea_Republic__Russia,XXX,2020.09.25,4051.00000000,4111.31738281
Adygea_Republic__Russia,XXX,2020.09.24,4019.00000000,3986.61303711
Adygea_Republic__Russia,XXX,2020.09.23,3989.00000000,4005.72607422
Adygea_Republic__Russia,XXX,2020.09.22,3956.00000000,3939.30249023
Adygea_Republic__Russia,XXX,2020.09.21,3925.00000000,4002.39062500
Adygea_Republic__Russia,XXX,2020.09.20,3897.00000000,3948.59545898
Adygea_Republic__Russia,XXX,2020.09.19,3873.00000000,3892.17700195
Adygea_Republic__Russia,XXX,2020.09.18,3847.00000000,3935.61816406
Adygea_Republic__Russia,XXX,2020.09.17,3824.00000000,3876.16967773
Adygea_Republic__Russia,XXX,2020.09.16,3799.00000000,3865.73071289
Adygea_Republic__Russia,XXX,2020.09.15,3775.00000000,3821.64379883
Adygea_Republic__Russia,XXX,2020.09.14,3753.00000000,3816.07421875
Adygea_Republic__Russia,XXX,2020.09.13,3730.00000000,3776.68872070
Adygea_Republic__Russia,XXX,2020.09.12,3710.00000000,3812.35864258
Adygea_Republic__Russia,XXX,2020.09.11,3689.00000000,3790.47607422
Adygea_Republic__Russia,XXX,2020.09.10,3669.00000000,3765.92407227
Adygea_Republic__Russia,XXX,2020.09.09,3650.00000000,3740.05004883
Adygea_Republic__Russia,XXX,2020.09.08,3630.00000000,3725.00976562
Adygea_Republic__Russia,XXX,2020.09.07,3609.00000000,3648.60473633
Adygea_Republic__Russia,XXX,2020.09.06,3587.00000000,3636.08618164
Adygea_Republic__Russia,XXX,2020.09.05,3567.00000000,3643.73339844
Adygea_Republic__Russia,XXX,2020.09.04,3546.00000000,3605.21923828
Adygea_Republic__Russia,XXX,2020.09.03,3522.00000000,3642.35107422
