name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.12,38.00000000,38.91778946
Adygea_Republic__Russia,XXX,2020.10.11,38.00000000,38.00000000
Adygea_Republic__Russia,XXX,2020.10.10,38.00000000,39.20842743
Adygea_Republic__Russia,XXX,2020.10.09,38.00000000,36.49414062
Adygea_Republic__Russia,XXX,2020.10.08,36.00000000,36.49611664
Adygea_Republic__Russia,XXX,2020.10.07,36.00000000,36.79186249
Adygea_Republic__Russia,XXX,2020.10.06,36.00000000,35.28636169
Adygea_Republic__Russia,XXX,2020.10.05,35.00000000,35.75136948
Adygea_Republic__Russia,XXX,2020.10.04,35.00000000,35.00000000
Adygea_Republic__Russia,XXX,2020.10.03,35.00000000,35.30634689
Adygea_Republic__Russia,XXX,2020.10.02,35.00000000,33.01779938
Adygea_Republic__Russia,XXX,2020.10.01,33.00000000,33.41473770
Adygea_Republic__Russia,XXX,2020.09.30,33.00000000,33.00000000
Adygea_Republic__Russia,XXX,2020.09.29,33.00000000,33.65269089
Adygea_Republic__Russia,XXX,2020.09.28,33.00000000,31.14311218
Adygea_Republic__Russia,XXX,2020.09.27,31.00000000,31.36559296
Adygea_Republic__Russia,XXX,2020.09.26,31.00000000,31.00000000
Adygea_Republic__Russia,XXX,2020.09.25,31.00000000,31.01847458
Adygea_Republic__Russia,XXX,2020.09.24,31.00000000,31.55650330
Adygea_Republic__Russia,XXX,2020.09.23,31.00000000,31.34717941
Adygea_Republic__Russia,XXX,2020.09.22,31.00000000,31.42387772
Adygea_Republic__Russia,XXX,2020.09.21,31.00000000,31.36844254
Adygea_Republic__Russia,XXX,2020.09.20,31.00000000,31.00000000
Adygea_Republic__Russia,XXX,2020.09.19,31.00000000,31.00000000
Adygea_Republic__Russia,XXX,2020.09.18,31.00000000,31.62557220
Adygea_Republic__Russia,XXX,2020.09.17,31.00000000,30.45161819
Adygea_Republic__Russia,XXX,2020.09.16,30.00000000,30.59035492
Adygea_Republic__Russia,XXX,2020.09.15,30.00000000,30.81070137
Adygea_Republic__Russia,XXX,2020.09.14,30.00000000,30.67925644
Adygea_Republic__Russia,XXX,2020.09.13,30.00000000,30.75011826
Adygea_Republic__Russia,XXX,2020.09.12,30.00000000,30.28363609
Adygea_Republic__Russia,XXX,2020.09.11,30.00000000,30.40393829
Adygea_Republic__Russia,XXX,2020.09.10,30.00000000,30.59848976
Adygea_Republic__Russia,XXX,2020.09.09,30.00000000,30.54526329
Adygea_Republic__Russia,XXX,2020.09.08,30.00000000,30.11834335
Adygea_Republic__Russia,XXX,2020.09.07,30.00000000,31.06026840
Adygea_Republic__Russia,XXX,2020.09.06,30.00000000,29.00000000
Adygea_Republic__Russia,XXX,2020.09.05,29.00000000,29.00000000
Adygea_Republic__Russia,XXX,2020.09.04,29.00000000,28.69689751
Adygea_Republic__Russia,XXX,2020.09.03,28.00000000,27.63369942
Adygea_Republic__Russia,XXX,2020.09.02,27.00000000,27.40942001
Adygea_Republic__Russia,XXX,2020.09.01,27.00000000,27.43482208
Adygea_Republic__Russia,XXX,2020.08.31,27.00000000,27.00000000
Adygea_Republic__Russia,XXX,2020.08.30,27.00000000,27.10289001
Adygea_Republic__Russia,XXX,2020.08.29,27.00000000,27.00000000
Adygea_Republic__Russia,XXX,2020.08.28,27.00000000,28.95608139
Adygea_Republic__Russia,XXX,2020.08.27,27.00000000,26.10921288
Adygea_Republic__Russia,XXX,2020.08.26,26.00000000,26.00000000
Adygea_Republic__Russia,XXX,2020.08.25,26.00000000,26.85189438
Adygea_Republic__Russia,XXX,2020.08.24,26.00000000,25.80740166
Adygea_Republic__Russia,XXX,2020.08.23,25.00000000,25.00000000
Adygea_Republic__Russia,XXX,2020.08.22,25.00000000,25.00000000
Adygea_Republic__Russia,XXX,2020.08.21,25.00000000,25.45283508
Adygea_Republic__Russia,XXX,2020.08.20,25.00000000,24.27322197
Adygea_Republic__Russia,XXX,2020.08.19,24.00000000,24.00000000
Adygea_Republic__Russia,XXX,2020.08.18,24.00000000,24.27730179
Adygea_Republic__Russia,XXX,2020.08.17,24.00000000,23.43185234
Adygea_Republic__Russia,XXX,2020.08.16,23.00000000,23.00000000
Adygea_Republic__Russia,XXX,2020.08.15,23.00000000,23.45646858
Adygea_Republic__Russia,XXX,2020.08.14,23.00000000,22.33966827
Adygea_Republic__Russia,XXX,2020.08.13,22.00000000,22.13835335
Adygea_Republic__Russia,XXX,2020.08.12,22.00000000,22.50582695
Adygea_Republic__Russia,XXX,2020.08.11,22.00000000,21.60742188
Adygea_Republic__Russia,XXX,2020.08.10,21.00000000,21.78701019
Adygea_Republic__Russia,XXX,2020.08.09,21.00000000,21.65588188
Adygea_Republic__Russia,XXX,2020.08.08,21.00000000,21.54961586
Adygea_Republic__Russia,XXX,2020.08.07,21.00000000,21.56707764
Adygea_Republic__Russia,XXX,2020.08.06,21.00000000,21.66573524
Adygea_Republic__Russia,XXX,2020.08.05,21.00000000,21.60925865
Adygea_Republic__Russia,XXX,2020.08.04,21.00000000,22.02663803
Adygea_Republic__Russia,XXX,2020.08.03,21.00000000,20.92105484
Adygea_Republic__Russia,XXX,2020.08.02,20.00000000,20.64213943
Adygea_Republic__Russia,XXX,2020.08.01,20.00000000,20.86142159
Adygea_Republic__Russia,XXX,2020.07.31,20.00000000,20.76581192
Adygea_Republic__Russia,XXX,2020.07.30,20.00000000,20.68270493
Adygea_Republic__Russia,XXX,2020.07.29,20.00000000,20.81142044
Adygea_Republic__Russia,XXX,2020.07.28,20.00000000,20.70512962
Adygea_Republic__Russia,XXX,2020.07.27,20.00000000,20.04449272
Adygea_Republic__Russia,XXX,2020.07.26,20.00000000,20.36006737
Adygea_Republic__Russia,XXX,2020.07.25,20.00000000,18.00000000
Adygea_Republic__Russia,XXX,2020.07.24,18.00000000,18.00000000
Adygea_Republic__Russia,XXX,2020.07.23,18.00000000,18.00000000
Adygea_Republic__Russia,XXX,2020.07.22,18.00000000,17.16688347
Adygea_Republic__Russia,XXX,2020.07.21,17.00000000,16.61101532
Adygea_Republic__Russia,XXX,2020.07.20,16.00000000,16.30349731
Adygea_Republic__Russia,XXX,2020.07.19,16.00000000,16.26840019
Adygea_Republic__Russia,XXX,2020.07.18,16.00000000,16.04266357
Adygea_Republic__Russia,XXX,2020.07.17,16.00000000,16.00000000
Adygea_Republic__Russia,XXX,2020.07.16,16.00000000,16.46258736
Adygea_Republic__Russia,XXX,2020.07.15,16.00000000,14.28273201
Adygea_Republic__Russia,XXX,2020.07.14,14.00000000,14.24971962
Adygea_Republic__Russia,XXX,2020.07.13,14.00000000,14.25176334
Adygea_Republic__Russia,XXX,2020.07.12,14.00000000,14.25427532
Adygea_Republic__Russia,XXX,2020.07.11,14.00000000,14.37624550
Adygea_Republic__Russia,XXX,2020.07.10,14.00000000,14.33081436
Adygea_Republic__Russia,XXX,2020.07.09,14.00000000,14.35691071
Adygea_Republic__Russia,XXX,2020.07.08,14.00000000,14.34570217
Adygea_Republic__Russia,XXX,2020.07.07,14.00000000,14.26211071
Adygea_Republic__Russia,XXX,2020.07.06,14.00000000,14.38185596
Adygea_Republic__Russia,XXX,2020.07.05,14.00000000,14.33049870
Adygea_Republic__Russia,XXX,2020.07.04,14.00000000,14.36038876
Adygea_Republic__Russia,XXX,2020.07.03,14.00000000,14.22581196
Adygea_Republic__Russia,XXX,2020.07.02,14.00000000,14.12304878
Adygea_Republic__Russia,XXX,2020.07.01,14.00000000,14.12906837
Adygea_Republic__Russia,XXX,2020.06.30,14.00000000,14.52850628
Adygea_Republic__Russia,XXX,2020.06.29,14.00000000,12.29789448
Adygea_Republic__Russia,XXX,2020.06.28,12.00000000,12.16542339
Adygea_Republic__Russia,XXX,2020.06.27,12.00000000,12.18370056
Adygea_Republic__Russia,XXX,2020.06.26,12.00000000,12.18130493
Adygea_Republic__Russia,XXX,2020.06.25,12.00000000,12.25153446
Adygea_Republic__Russia,XXX,2020.06.24,12.00000000,12.27575588
Adygea_Republic__Russia,XXX,2020.06.23,12.00000000,12.16053104
Adygea_Republic__Russia,XXX,2020.06.22,12.00000000,12.36375523
Adygea_Republic__Russia,XXX,2020.06.21,12.00000000,12.13233376
Adygea_Republic__Russia,XXX,2020.06.20,12.00000000,12.21732521
Adygea_Republic__Russia,XXX,2020.06.19,12.00000000,12.25477982
Adygea_Republic__Russia,XXX,2020.06.18,12.00000000,12.44173717
Adygea_Republic__Russia,XXX,2020.06.17,12.00000000,12.35487080
Adygea_Republic__Russia,XXX,2020.06.16,12.00000000,12.43728065
Adygea_Republic__Russia,XXX,2020.06.15,12.00000000,12.44135761
Adygea_Republic__Russia,XXX,2020.06.14,12.00000000,12.39092445
Adygea_Republic__Russia,XXX,2020.06.13,12.00000000,12.07065868
Adygea_Republic__Russia,XXX,2020.06.12,12.00000000,12.41586113
Adygea_Republic__Russia,XXX,2020.06.11,12.00000000,12.10275841
Adygea_Republic__Russia,XXX,2020.06.10,12.00000000,12.95905781
Adygea_Republic__Russia,XXX,2020.06.09,12.00000000,10.32844353
Adygea_Republic__Russia,XXX,2020.06.08,10.00000000,10.16735649
Adygea_Republic__Russia,XXX,2020.06.07,10.00000000,10.18371582
