name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.07,38.00000000,39.17302322
Adygea_Republic__Russia,XXX,2020.10.06,38.00000000,36.63404846
Adygea_Republic__Russia,XXX,2020.10.05,38.00000000,37.19585419
Adygea_Republic__Russia,XXX,2020.10.04,38.00000000,38.16074371
Adygea_Republic__Russia,XXX,2020.10.03,36.00000000,38.71141434
Adygea_Republic__Russia,XXX,2020.10.02,36.00000000,35.52268600
Adygea_Republic__Russia,XXX,2020.10.01,36.00000000,34.70584106
Adygea_Republic__Russia,XXX,2020.09.30,35.00000000,35.44079208
Adygea_Republic__Russia,XXX,2020.09.29,35.00000000,36.34334183
Adygea_Republic__Russia,XXX,2020.09.28,35.00000000,33.19725418
Adygea_Republic__Russia,XXX,2020.09.27,35.00000000,33.30329132
Adygea_Republic__Russia,XXX,2020.09.26,33.00000000,32.79951859
Adygea_Republic__Russia,XXX,2020.09.25,33.00000000,32.47108459
Adygea_Republic__Russia,XXX,2020.09.24,33.00000000,32.86484909
Adygea_Republic__Russia,XXX,2020.09.23,33.00000000,32.68114090
Adygea_Republic__Russia,XXX,2020.09.22,31.00000000,33.02009583
Adygea_Republic__Russia,XXX,2020.09.21,31.00000000,33.47921371
Adygea_Republic__Russia,XXX,2020.09.20,31.00000000,33.82672882
Adygea_Republic__Russia,XXX,2020.09.19,31.00000000,33.16978836
Adygea_Republic__Russia,XXX,2020.09.18,31.00000000,34.01760864
Adygea_Republic__Russia,XXX,2020.09.17,31.00000000,31.66577148
Adygea_Republic__Russia,XXX,2020.09.16,31.00000000,31.75378799
Adygea_Republic__Russia,XXX,2020.09.15,31.00000000,31.52307129
Adygea_Republic__Russia,XXX,2020.09.14,31.00000000,32.61654282
Adygea_Republic__Russia,XXX,2020.09.13,31.00000000,32.36965179
Adygea_Republic__Russia,XXX,2020.09.12,31.00000000,31.86110306
Adygea_Republic__Russia,XXX,2020.09.11,30.00000000,31.63563919
Adygea_Republic__Russia,XXX,2020.09.10,30.00000000,32.37596130
Adygea_Republic__Russia,XXX,2020.09.09,30.00000000,32.90315247
Adygea_Republic__Russia,XXX,2020.09.08,30.00000000,32.72642517
Adygea_Republic__Russia,XXX,2020.09.07,30.00000000,34.02629089
