name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.08,38.00000000,38.06159973
Adygea_Republic__Russia,XXX,2020.10.07,38.00000000,38.03132248
Adygea_Republic__Russia,XXX,2020.10.06,38.00000000,37.23734283
Adygea_Republic__Russia,XXX,2020.10.05,38.00000000,37.33096313
Adygea_Republic__Russia,XXX,2020.10.04,36.00000000,37.96910477
Adygea_Republic__Russia,XXX,2020.10.03,36.00000000,38.97726440
Adygea_Republic__Russia,XXX,2020.10.02,36.00000000,35.00004196
Adygea_Republic__Russia,XXX,2020.10.01,35.00000000,34.76668549
Adygea_Republic__Russia,XXX,2020.09.30,35.00000000,35.77387238
Adygea_Republic__Russia,XXX,2020.09.29,35.00000000,37.12144470
Adygea_Republic__Russia,XXX,2020.09.28,35.00000000,32.60084915
Adygea_Republic__Russia,XXX,2020.09.27,33.00000000,32.80506897
Adygea_Republic__Russia,XXX,2020.09.26,33.00000000,32.60049057
Adygea_Republic__Russia,XXX,2020.09.25,33.00000000,32.70016098
Adygea_Republic__Russia,XXX,2020.09.24,33.00000000,32.37385559
Adygea_Republic__Russia,XXX,2020.09.23,31.00000000,32.34596252
Adygea_Republic__Russia,XXX,2020.09.22,31.00000000,32.81920242
Adygea_Republic__Russia,XXX,2020.09.21,31.00000000,33.28128433
Adygea_Republic__Russia,XXX,2020.09.20,31.00000000,33.08283234
Adygea_Republic__Russia,XXX,2020.09.19,31.00000000,32.74654007
Adygea_Republic__Russia,XXX,2020.09.18,31.00000000,33.21011353
Adygea_Republic__Russia,XXX,2020.09.17,31.00000000,31.55273819
Adygea_Republic__Russia,XXX,2020.09.16,31.00000000,31.30298615
Adygea_Republic__Russia,XXX,2020.09.15,31.00000000,31.63367844
Adygea_Republic__Russia,XXX,2020.09.14,31.00000000,32.01727676
Adygea_Republic__Russia,XXX,2020.09.13,31.00000000,32.06829453
Adygea_Republic__Russia,XXX,2020.09.12,30.00000000,31.52787399
Adygea_Republic__Russia,XXX,2020.09.11,30.00000000,31.28960800
Adygea_Republic__Russia,XXX,2020.09.10,30.00000000,32.10388565
Adygea_Republic__Russia,XXX,2020.09.09,30.00000000,32.39183426
Adygea_Republic__Russia,XXX,2020.09.08,30.00000000,32.45147324
Adygea_Republic__Russia,XXX,2020.09.07,30.00000000,32.62959290
Adygea_Republic__Russia,XXX,2020.09.06,30.00000000,30.48746681
Adygea_Republic__Russia,XXX,2020.09.05,30.00000000,31.98469543
Adygea_Republic__Russia,XXX,2020.09.04,30.00000000,29.48070526
Adygea_Republic__Russia,XXX,2020.09.03,30.00000000,27.95205879
Adygea_Republic__Russia,XXX,2020.09.02,30.00000000,28.18482971
Adygea_Republic__Russia,XXX,2020.09.01,29.00000000,28.23833466
Adygea_Republic__Russia,XXX,2020.08.31,29.00000000,28.79163933
Adygea_Republic__Russia,XXX,2020.08.30,28.00000000,29.17310333
Adygea_Republic__Russia,XXX,2020.08.29,27.00000000,28.68644905
Adygea_Republic__Russia,XXX,2020.08.28,27.00000000,28.72623253
Adygea_Republic__Russia,XXX,2020.08.27,27.00000000,27.64161491
Adygea_Republic__Russia,XXX,2020.08.26,27.00000000,28.03491402
Adygea_Republic__Russia,XXX,2020.08.25,27.00000000,28.09586716
Adygea_Republic__Russia,XXX,2020.08.24,27.00000000,26.89682961
Adygea_Republic__Russia,XXX,2020.08.23,27.00000000,26.87038612
Adygea_Republic__Russia,XXX,2020.08.22,26.00000000,27.12052917
Adygea_Republic__Russia,XXX,2020.08.21,26.00000000,26.74079704
Adygea_Republic__Russia,XXX,2020.08.20,26.00000000,25.52546501
Adygea_Republic__Russia,XXX,2020.08.19,25.00000000,25.73642159
