name1,name2,date,target,pred
Adygea_Republic__Russia,XXX,2020.10.10,4601.00000000,4577.44189453
Adygea_Republic__Russia,XXX,2020.10.09,4556.00000000,4531.87744141
Adygea_Republic__Russia,XXX,2020.10.08,4513.00000000,4564.02734375
Adygea_Republic__Russia,XXX,2020.10.07,4475.00000000,4478.30175781
Adygea_Republic__Russia,XXX,2020.10.06,4434.00000000,4462.54492188
Adygea_Republic__Russia,XXX,2020.10.05,4392.00000000,4401.18847656
Adygea_Republic__Russia,XXX,2020.10.04,4348.00000000,4366.24218750
Adygea_Republic__Russia,XXX,2020.10.03,4308.00000000,4296.10644531
Adygea_Republic__Russia,XXX,2020.10.02,4266.00000000,4262.45068359
Adygea_Republic__Russia,XXX,2020.10.01,4227.00000000,4265.33740234
Adygea_Republic__Russia,XXX,2020.09.30,4186.00000000,4210.76855469
Adygea_Republic__Russia,XXX,2020.09.29,4149.00000000,4180.03710938
Adygea_Republic__Russia,XXX,2020.09.28,4114.00000000,4102.88037109
Adygea_Republic__Russia,XXX,2020.09.27,4080.00000000,4136.55517578
Adygea_Republic__Russia,XXX,2020.09.26,4051.00000000,4039.37084961
Adygea_Republic__Russia,XXX,2020.09.25,4019.00000000,4103.15087891
Adygea_Republic__Russia,XXX,2020.09.24,3989.00000000,4040.19824219
Adygea_Republic__Russia,XXX,2020.09.23,3956.00000000,4020.48828125
Adygea_Republic__Russia,XXX,2020.09.22,3925.00000000,3992.57202148
Adygea_Republic__Russia,XXX,2020.09.21,3897.00000000,4014.47900391
Adygea_Republic__Russia,XXX,2020.09.20,3873.00000000,4005.93481445
Adygea_Republic__Russia,XXX,2020.09.19,3847.00000000,3908.77392578
Adygea_Republic__Russia,XXX,2020.09.18,3824.00000000,3922.99584961
Adygea_Republic__Russia,XXX,2020.09.17,3799.00000000,3934.01049805
Adygea_Republic__Russia,XXX,2020.09.16,3775.00000000,3888.19921875
Adygea_Republic__Russia,XXX,2020.09.15,3753.00000000,3896.31469727
Adygea_Republic__Russia,XXX,2020.09.14,3730.00000000,3854.46484375
